name,team,position,next_opponent,fixture,predicted_points,now_cost,points_per_game,form,expected_goals,minutes,assists,goals_scored,yellow_cards,red_cards,saves_per_90,total_points,clean_sheets,opponent_difficulty,is_home,chance_of_playing_this_round,player_code,web_name,display_name,image_url_primary,image_url_secondary,image_url_tertiary
Richarlison de Andrade,Spurs,FWD,Brighton,Spurs (A) vs Brighton,2.999230714285715,6.7,5.0,2.3,0.0528,257,1,2,1,0,0.0,20,2,3,False,,212319,Richarlison,Richarlison de Andrade,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p212319.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p212319.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_212319.png
Dominik Szoboszlai,Liverpool,MID,Everton,Liverpool (H) vs Everton,2.9988107142857148,6.5,5.0,6.0,0.0204,360,0,1,0,0,0.0,20,2,3,True,,424876,Szoboszlai,Dominik Szoboszlai,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p424876.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p424876.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_424876.png
Dan Ndoye,Nott'm Forest,MID,Burnley,Nott'm Forest (A) vs Burnley,2.89475499999999,6.1,4.8,3.3,0.006,295,1,1,0,0,0.0,19,0,4,False,,456512,Ndoye,Dan Ndoye,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p456512.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p456512.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_456512.png
Joachim Andersen,Fulham,DEF,Brentford,Fulham (H) vs Brentford,2.89280249999999,4.5,4.8,5.7,0.0126,360,0,0,0,0,0.0,19,1,3,True,,174874,Andersen,Joachim Andersen,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p174874.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p174874.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_174874.png
Michael Keane,Everton,DEF,Liverpool,Everton (A) vs Liverpool,2.8896224999999895,4.5,4.8,5.7,0.033,360,0,0,0,0,0.0,19,2,1,False,,106611,Keane,Michael Keane,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p106611.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p106611.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_106611.png
Robert Lynch Sánchez,Chelsea,GKP,Man Utd,Chelsea (A) vs Man Utd,2.8892724999999904,5.0,4.8,3.7,0.0,360,0,0,0,0,2.75,19,2,3,False,,215059,Sánchez,Robert Lynch Sánchez,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p215059.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p215059.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_215059.png
Brennan Johnson,Spurs,MID,Brighton,Spurs (A) vs Brighton,2.8892549999999906,7.1,4.8,3.7,0.054000000000000006,219,0,2,1,0,0.0,19,2,3,False,,242898,Johnson,Brennan Johnson,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p242898.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p242898.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_242898.png
Pape Matar Sarr,Spurs,MID,Brighton,Spurs (A) vs Brighton,2.8865224999999897,5.0,4.8,4.3,0.0186,345,1,1,0,0,0.0,19,3,3,False,,482442,P.M.Sarr,Pape Matar Sarr,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p482442.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p482442.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_482442.png
Tyrone Mings,Aston Villa,DEF,Sunderland,Aston Villa (A) vs Sunderland,2.7035,4.5,4.5,4.0,0.0198,360,0,0,0,0,0.0,18,2,4,False,,149484,Mings,Tyrone Mings,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p149484.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p149484.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_149484.png
Mohammed Kudus,Spurs,MID,Brighton,Spurs (A) vs Brighton,2.7027999999999994,6.6,4.5,2.7,0.0318,349,2,0,0,0,0.0,18,3,3,False,,460842,Kudus,Mohammed Kudus,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p460842.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p460842.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_460842.png
Kiernan Dewsbury-Hall,Everton,MID,Liverpool,Everton (A) vs Liverpool,2.7018,5.0,4.5,5.3,0.0072,360,1,1,3,0,0.0,18,2,1,False,,215413,Dewsbury-Hall,Kiernan Dewsbury-Hall,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p215413.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p215413.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_215413.png
Djed Spence,Spurs,DEF,Brighton,Spurs (A) vs Brighton,2.7016000000000004,4.5,4.5,4.0,0.0108,340,0,0,2,0,0.0,18,3,3,False,,232859,Spence,Djed Spence,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p232859.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p232859.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_232859.png
Omar Alderete,Sunderland,DEF,Aston Villa,Sunderland (H) vs Aston Villa,2.7014499999999995,4.0,4.5,4.7,0.0066,307,1,0,0,0,0.0,18,1,3,True,,201895,Alderete,Omar Alderete,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p201895.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p201895.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_201895.png
Daichi Kamada,Crystal Palace,MID,West Ham,Crystal Palace (A) vs West Ham,2.6997999999999998,5.0,4.5,3.0,0.004200000000000001,175,1,0,0,0,0.0,9,2,3,False,100.0,209400,Kamada,Daichi Kamada,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p209400.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p209400.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_209400.png
Konstantinos Mavropanos,West Ham,DEF,Crystal Palace,West Ham (H) vs Crystal Palace,2.6992,4.4,4.5,3.0,0.0036,180,0,0,0,0,0.0,9,1,3,True,,233963,Mavropanos,Konstantinos Mavropanos,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p233963.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p233963.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_233963.png
Sven Botman,Newcastle,DEF,Bournemouth,Newcastle (A) vs Bournemouth,2.6983499999999996,4.9,4.5,3.0,0.0,68,0,0,0,0,0.0,9,1,3,False,,220237,Botman,Sven Botman,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p220237.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p220237.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_220237.png
Chris Wood,Nott'm Forest,FWD,Burnley,Nott'm Forest (A) vs Burnley,2.6970999999999994,7.6,4.5,1.7,0.0972,296,0,2,0,0,0.0,18,1,4,False,,60689,Wood,Chris Wood,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p60689.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p60689.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_60689.png
Crysencio Summerville,West Ham,MID,Crystal Palace,West Ham (H) vs Crystal Palace,2.6966999999999994,5.5,4.5,3.0,0.0,68,2,0,0,0,0.0,9,0,3,True,100.0,450070,Summerville,Crysencio Summerville,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p450070.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p450070.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_450070.png
Rico Lewis,Man City,DEF,Arsenal,Man City (A) vs Arsenal,2.5585023551448596,5.0,4.3,0.7,0.0012000000000000001,160,1,0,0,0,0.0,13,1,2,False,100.0,477064,Lewis,Rico Lewis,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p477064.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p477064.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_477064.png
Enzo Le Fée,Sunderland,MID,Aston Villa,Sunderland (H) vs Aston Villa,2.5472423551448578,4.9,4.3,4.0,0.0498,131,0,1,0,0,0.0,13,0,3,True,,484420,E.Le Fée,Enzo Le Fée,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p484420.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p484420.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_484420.png
Gabriel Gudmundsson,Leeds,DEF,Wolves,Leeds (A) vs Wolves,2.5204623551448617,4.0,4.2,2.7,0.0102,349,0,0,1,0,0.0,17,2,3,False,100.0,243526,Gudmundsson,Gabriel Gudmundsson,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p243526.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p243526.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_243526.png
Hjalmar Ekdal,Burnley,DEF,Nott'm Forest,Burnley (H) vs Nott'm Forest,2.518302355144861,4.0,4.2,5.3,0.0006000000000000001,352,0,0,0,0,0.0,17,1,3,True,,478969,Ekdal,Hjalmar Ekdal,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p478969.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p478969.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_478969.png
Tijjani Reijnders,Man City,MID,Arsenal,Man City (A) vs Arsenal,2.5174023551448617,5.7,4.2,2.3,0.0366,360,1,1,1,0,0.0,17,2,2,False,,433036,Reijnders,Tijjani Reijnders,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p433036.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p433036.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_433036.png
Declan Rice,Arsenal,MID,Man City,Arsenal (H) vs Man City,2.516442355144861,6.5,4.2,3.7,0.009,284,2,0,0,0,0.0,17,2,2,True,,204480,Rice,Declan Rice,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p204480.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p204480.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_204480.png
Pascal Struijk,Leeds,DEF,Wolves,Leeds (A) vs Wolves,2.4023499999999998,4.5,4.0,2.7,0.013800000000000002,360,0,0,0,0,0.0,16,2,3,False,,222694,Struijk,Pascal Struijk,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p222694.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p222694.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_222694.png
Eliezer Mayenda Dossou,Sunderland,FWD,Aston Villa,Sunderland (H) vs Aston Villa,2.4022,5.5,4.0,1.3,0.023399999999999997,201,0,1,0,0,0.0,12,2,3,True,,564406,Mayenda,Eliezer Mayenda Dossou,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p564406.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p564406.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_564406.png
Bryan Mbeumo,Man Utd,MID,Chelsea,Man Utd (H) vs Chelsea,2.4021000000000003,8.1,4.0,4.7,0.1056,360,0,1,0,0,0.0,16,0,2,True,,446008,Mbeumo,Bryan Mbeumo,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p446008.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p446008.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_446008.png
Bruno Borges Fernandes,Man Utd,MID,Chelsea,Man Utd (H) vs Chelsea,2.4021,9.0,4.0,4.7,0.1146,360,0,1,1,0,0.0,16,0,2,True,,141746,B.Fernandes,Bruno Borges Fernandes,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p141746.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p141746.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_141746.png
Emiliano Martínez Romero,Aston Villa,GKP,Sunderland,Aston Villa (A) vs Sunderland,2.4015999999999997,5.0,4.0,2.7,0.0,180,0,0,0,0,1.5,8,1,4,False,100.0,98980,Martinez,Emiliano Martínez Romero,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p98980.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p98980.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_98980.png
Veljko Milosavljevic,Bournemouth,DEF,Newcastle,Bournemouth (H) vs Newcastle,2.4015,4.5,4.0,4.0,0.0,90,0,0,0,0,0.0,4,0,2,True,,620487,Milosavljević,Veljko Milosavljevic,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p620487.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p620487.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_620487.png
Wilson Isidor,Sunderland,FWD,Aston Villa,Sunderland (H) vs Aston Villa,2.40145,5.5,4.0,3.7,0.023399999999999997,156,0,2,0,0,0.0,16,1,3,True,,437505,Isidor,Wilson Isidor,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p437505.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p437505.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_437505.png
Reinildo Mandava,Sunderland,DEF,Aston Villa,Sunderland (H) vs Aston Villa,2.40145,4.0,4.0,3.3,0.0012000000000000001,360,0,0,1,0,0.0,16,2,3,True,,434399,Reinildo,Reinildo Mandava,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p434399.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p434399.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_434399.png
Lucas Bergvall,Spurs,MID,Brighton,Spurs (A) vs Brighton,2.4014,5.4,4.0,4.3,0.018,198,1,1,0,0,0.0,16,2,3,False,,570526,Bergvall,Lucas Bergvall,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p570526.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p570526.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_570526.png
Alex Scott,Bournemouth,MID,Newcastle,Bournemouth (H) vs Newcastle,2.4010000000000002,5.0,4.0,4.7,0.009600000000000001,266,0,1,1,0,0.0,16,2,2,True,,503139,Scott,Alex Scott,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p503139.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p503139.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_503139.png
Mitoma Kaoru,Brighton,MID,Spurs,Brighton (H) vs Spurs,2.4009,6.4,4.0,4.7,0.0402,352,1,1,1,0,0.0,16,1,3,True,,451340,Mitoma,Mitoma Kaoru,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p451340.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p451340.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_451340.png
João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,Spurs,MID,Brighton,Spurs (A) vs Brighton,2.4008,5.5,4.0,5.0,0.0216,243,0,1,0,0,0.0,16,2,3,False,,154296,J.Palhinha,João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p154296.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p154296.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_154296.png
Ryan Gravenberch,Liverpool,MID,Everton,Liverpool (H) vs Everton,2.4006999999999996,5.5,4.0,4.0,0.009600000000000001,270,0,1,2,0,0.0,12,2,3,True,100.0,441266,Gravenberch,Ryan Gravenberch,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p441266.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p441266.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_441266.png
Granit Xhaka,Sunderland,MID,Aston Villa,Sunderland (H) vs Aston Villa,2.4006000000000003,5.0,4.0,4.3,0.003,360,1,0,1,0,0.0,16,2,3,True,,84450,Xhaka,Granit Xhaka,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p84450.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p84450.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_84450.png
Francisco Evanilson de Lima Barbosa,Bournemouth,FWD,Newcastle,Bournemouth (H) vs Newcastle,2.4002999999999997,7.0,4.0,5.0,0.0558,347,1,1,1,0,0.0,16,2,2,True,,444102,Evanilson,Francisco Evanilson de Lima Barbosa,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p444102.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p444102.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_444102.png
Ibrahima Konaté,Liverpool,DEF,Everton,Liverpool (H) vs Everton,2.4,5.5,4.0,5.0,0.0294,344,0,0,1,0,0.0,16,2,3,True,,204716,Konaté,Ibrahima Konaté,https://images.weserv.nl/?url=resources.premierleague.com/premierleague/photos/players/250x250/p204716.png&w=250&h=250&fit=cover&a=attention,https://resources.premierleague.com/premierleague/photos/players/110x140/p204716.png,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_204716.png
