id,name,now_cost,position,team,cost_change_start_fall,creativity,status,form_rank,expected_assists_per_90,goals_scored,region,selected_rank,threat_rank_type,creativity_rank,direct_freekicks_order,assists,expected_goal_involvements,cost_change_event,web_name,form_rank_type,clean_sheets,penalties_missed,ict_index_rank_type,cost_change_start,value_season,can_select,expected_goals_conceded_per_90,clean_sheets_per_90,event_points,goals_conceded,form,cost_change_event_fall,transfers_out,threat_rank,points_per_game,value_form,minutes,ict_index_rank,chance_of_playing_next_round,red_cards,expected_assists,points_per_game_rank_type,influence_rank_type,now_cost_rank,creativity_rank_type,ep_next,dreamteam_count,yellow_cards,in_dreamteam,saves,penalties_order,bps,selected_rank_type,ep_this,saves_per_90,news_added,expected_goals,transfers_out_event,threat,news,ict_index,influence,transfers_in,expected_goals_conceded,points_per_game_rank,bonus,now_cost_rank_type,penalties_saved,starts_per_90,team_join_date,expected_goals_per_90,influence_rank,starts,own_goals,goals_conceded_per_90,total_points,transfers_in_event,chance_of_playing_this_round,corners_and_indirect_freekicks_order,expected_goal_involvements_per_90,selected_by_percent
570,Abdul Fatawu,52,MID,Leicester,3,104.3,i,701,0.22,0,81.0,362,93,214,,2,1.83,0,A.Fatawu,312,0,0,117,-3,5.0,True,1.72,0.0,0,14,0.0,0,101458,143,2.4,0.0,576,229,0.0,0,1.42,90,116,169,134,0.0,0,0,False,0,,125,120,0.0,0.0,2024-11-21T10:30:09.372550Z,0.41,140,148.0,Knee injury - Expected back 01 Jun,40.1,147.6,68904,11.00,210,3,104,0,0.94,2024-07-16,0.06,265,6,0,2.19,26,5,0.0,,0.28,0.2
606,Will Alves,45,MID,Leicester,0,0.3,a,389,0.0,0,241.0,467,276,462,,0,0.00,0,Alves,183,0,0,280,0,0.2,True,0.0,0.0,0,0,0.2,0,13293,639,1.0,0.0,1,657,,0,0.00,205,280,441,233,-0.3,0,0,False,0,,3,171,0.2,0.0,,0.00,104,0.0,,0.0,0.0,12121,0.00,444,0,275,0,0.0,2024-02-09,0.0,657,0,0,0.0,1,28,,,0.0,0.1
616,Ben Nelson,40,DEF,Leicester,0,0.0,u,465,0.0,0,,621,188,532,,0,0.00,0,Nelson,172,0,0,202,0,0.0,False,0.0,0.0,0,0,0.0,0,3685,498,0.0,0.0,0,551,0.0,0,0.00,202,202,659,199,0.0,0,0,False,0,,0,212,0.0,0.0,2024-08-31T06:22:31.067773Z,0.00,10,0.0,Loaned to Oxford United,0.0,0.0,2208,0.00,559,0,191,0,0.0,,0.0,551,0,0,0.0,0,0,0.0,,0.0,0.0
635,Bilal El Khannouss,48,MID,Leicester,2,244.2,a,183,0.11,1,145.0,367,145,103,,1,1.55,0,El Khannouss,84,1,0,108,-2,7.9,True,2.14,0.1,2,25,1.8,0,37167,261,2.2,0.4,924,206,,0,1.16,98,107,321,76,1.3,1,1,False,0,,162,125,1.8,0.0,,0.39,1257,56.0,,46.7,168.4,52978,21.95,232,3,206,0,1.17,2024-08-29,0.04,246,12,0,2.44,38,227,,4.0,0.15,0.2
694,Henry Cartwright,45,MID,Leicester,0,0.0,a,608,0.0,0,241.0,709,275,654,,0,0.00,0,Cartwright,248,0,0,279,0,0.0,True,0.0,0.0,0,0,0.0,0,197,638,0.0,0.0,0,656,,0,0.00,283,279,440,283,-0.5,0,0,False,0,,0,312,0.0,0.0,,0.00,11,0.0,,0.0,0.0,357,0.00,664,0,274,0,0.0,2024-12-13,0.0,656,0,0,0.0,0,17,,,0.0,0.0
708,Thomas Wilson-Brown,40,DEF,Leicester,0,0.0,a,473,0.0,0,241.0,680,196,539,,0,0.00,0,Wilson-Brown,179,0,0,207,0,0.0,True,0.0,0.0,0,0,0.0,0,207,507,0.0,0.0,0,557,,0,0.00,207,207,669,205,-0.5,0,0,False,0,,0,234,0.0,0.0,,0.00,43,0.0,,0.0,0.0,446,0.00,565,0,200,0,0.0,2022-07-08,0.0,557,0,0,0.0,0,25,,,0.0,0.0
726,Woyo Coulibaly,40,DEF,Leicester,0,0.0,a,456,0.0,0,73.0,705,180,525,,0,0.00,0,Coulibaly,164,0,0,196,0,0.0,True,0.0,0.0,0,0,0.0,0,21,489,0.0,0.0,0,544,,0,0.00,195,196,650,193,0.7,0,0,False,0,,0,244,1.2,0.0,,0.00,15,0.0,,0.0,0.0,283,0.00,551,0,183,0,0.0,2025-01-15,0.0,544,0,0,0.0,0,85,,,0.0,0.0
310,Alisson Ramses Becker,55,GKP,Liverpool,0,13.0,a,54,0.02,0,30.0,48,75,391,,0,0.20,1,A.Becker,5,6,0,19,0,10.4,True,0.7,0.47,9,11,4.0,-1,1423242,721,4.4,0.7,1158,293,100.0,0,0.20,5,21,106,2,5.0,2,0,False,30,,220,10,5.0,2.33,2024-10-05T14:00:07.200306Z,0.00,6280,0.0,,26.7,256.2,991282,8.99,36,6,2,0,1.01,2018-07-19,0.0,171,13,0,0.85,57,71399,100.0,,0.02,7.6
311,Trent Alexander-Arnold,72,DEF,Liverpool,-2,650.5,a,17,0.33,1,241.0,10,29,6,1.0,5,6.51,0,Alexander-Arnold,3,8,0,2,2,13.3,True,0.76,0.46,11,16,6.0,0,3422114,168,4.8,0.8,1574,30,100.0,0,5.71,2,8,23,1,7.0,3,4,True,0,,407,3,7.0,0.0,2024-11-10T01:30:08.685145Z,0.80,13258,124.0,,125.8,484.8,3252767,13.25,19,13,1,0,1.09,2015-07-01,0.05,32,19,0,0.91,96,191253,100.0,1.0,0.38,28.3
312,Stefan Bajčetić Maquieira,45,MID,Liverpool,0,0.0,u,610,0.0,0,,557,278,656,,0,0.00,0,Bajcetic,250,0,0,282,0,0.0,False,0.0,0.0,0,0,0.0,0,17429,641,0.0,0.0,0,659,0.0,0,0.00,285,282,443,285,0.0,0,0,False,0,,0,222,0.0,0.0,2024-08-31T06:19:45.092198Z,0.00,26,0.0,Loaned to RB Salzburg,0.0,0.0,2712,0.00,666,0,277,0,0.0,,0.0,659,0,0,0.0,0,0,0.0,,0.0,0.0
313,Conor Bradley,47,DEF,Liverpool,3,15.0,a,394,0.07,0,242.0,333,49,382,,0,0.65,0,Bradley,137,1,0,119,-3,2.6,True,1.44,0.38,0,3,0.2,0,95659,203,1.5,0.0,235,357,100.0,0,0.19,115,137,336,131,1.2,0,1,False,0,,47,124,1.2,0.0,2024-11-28T10:30:07.495614Z,0.46,476,93.0,,15.1,43.4,50032,3.76,342,0,45,0,0.38,2023-09-25,0.18,388,1,0,1.15,12,375,100.0,,0.25,0.2
315,Bobby Clark,45,MID,Liverpool,0,0.0,u,590,0.0,0,,646,261,638,,0,0.00,0,Clark,232,0,0,265,0,0.0,False,0.0,0.0,0,0,0.0,0,5257,622,0.0,0.0,0,640,0.0,0,0.00,269,265,415,269,0.0,0,0,False,0,,0,277,0.0,0.0,2024-08-22T11:22:35.466323Z,0.00,9,0.0,Transferred to RB Salzburg,0.0,0.0,444,0.00,648,0,253,0,0.0,,0.0,640,0,0,0.0,0,0,0.0,,0.0,0.0
316,Darwin Núñez Ribeiro,70,FWD,Liverpool,5,86.5,a,125,0.03,4,230.0,135,23,240,,2,3.57,0,Darwin,16,2,0,23,-5,6.3,True,1.26,0.23,11,13,2.6,0,666467,68,2.8,0.4,774,163,100.0,0,0.29,22,21,26,27,3.6,0,6,False,0,3.0,193,20,3.6,0.0,2025-01-05T21:30:08.774181Z,3.28,2093,275.0,,56.4,209.2,278238,10.83,157,4,11,0,0.81,2022-06-14,0.38,211,7,0,1.51,44,25457,100.0,,0.41,2.0
317,Diogo Teixeira da Silva,72,MID,Liverpool,3,97.8,d,100,0.09,5,173.0,110,34,226,,3,5.54,0,Diogo J.,50,4,0,76,-3,8.2,True,0.7,0.58,0,4,3.0,0,2556172,53,4.5,0.4,622,124,75.0,0,0.65,18,76,24,143,3.0,0,1,False,0,,176,34,3.0,0.0,2025-01-17T11:30:07.995744Z,4.89,16094,336.0,Muscle injury - 75% chance of playing,67.1,238.2,1203279,4.85,35,4,14,0,1.01,2020-09-19,0.71,187,7,0,0.58,59,1451,75.0,,0.8,3.0
318,Ben Doak,45,MID,Liverpool,0,0.0,u,592,0.0,0,,628,263,640,,0,0.00,0,Doak,234,0,0,267,0,0.0,False,0.0,0.0,0,0,0.0,0,5588,624,0.0,0.0,0,642,0.0,0,0.00,271,267,417,271,0.0,0,0,False,0,,0,266,0.0,0.0,2024-08-31T06:17:31.171503Z,0.00,10,0.0,Loaned to Middlesbrough,0.0,0.0,1136,0.00,650,0,255,0,0.0,,0.0,642,0,0,0.0,0,0,0.0,,0.0,0.0
319,Harvey Elliott,52,MID,Liverpool,3,55.6,a,229,0.56,0,241.0,342,200,292,,1,0.37,0,Elliott,111,0,0,186,-3,2.1,True,1.6,0.0,4,0,1.4,0,111924,374,1.4,0.3,53,385,100.0,0,0.33,168,186,165,176,2.4,0,0,False,0,,38,110,2.4,0.0,2024-09-08T23:00:06.842081Z,0.04,218,10.0,,9.8,31.8,15162,0.94,361,0,100,0,0.0,2019-07-28,0.07,405,0,0,0.0,11,277,100.0,,0.63,0.2
320,Endo Wataru,46,MID,Liverpool,4,15.7,a,349,0.05,0,108.0,416,215,379,,0,0.03,0,Endo,170,0,0,210,-4,1.7,True,0.74,0.0,0,0,0.4,0,31939,411,1.0,0.1,56,442,,0,0.03,209,204,345,208,1.4,0,0,False,0,,26,146,1.4,0.0,,0.00,291,4.0,,3.5,16.0,19605,0.46,450,0,224,0,0.0,2023-08-18,0.0,439,0,0,0.0,8,143,,,0.05,0.1
321,Cody Gakpo,74,FWD,Liverpool,1,357.3,a,31,0.2,6,152.0,35,17,58,,2,6.87,0,Gakpo,7,3,0,11,-1,9.6,True,0.82,0.23,2,13,5.4,0,784745,41,3.4,0.7,1157,45,,0,2.59,18,13,19,3,6.4,1,4,False,0,,332,10,6.4,0.0,,4.29,44699,409.0,,112.9,362.2,1359601,10.58,96,12,7,0,1.01,2023-01-01,0.33,100,13,0,1.01,71,122358,,,0.53,9.5
322,Joe Gomez,47,DEF,Liverpool,3,38.5,i,350,0.02,0,241.0,250,76,315,,0,0.42,0,Gomez,115,1,0,101,-3,3.0,True,0.94,0.17,0,8,0.4,0,306323,256,1.6,0.1,517,313,0.0,0,0.09,107,103,328,98,0.0,0,1,False,0,,83,95,0.0,0.0,2024-12-30T09:30:06.945841Z,0.33,3434,58.0,Hamstring injury - Unknown return date,22.8,130.4,286594,5.38,324,0,44,0,1.04,2015-06-20,0.06,282,6,0,1.39,14,15,0.0,,0.08,0.6
323,Ryan Gravenberch,50,MID,Liverpool,0,313.0,a,119,0.12,0,152.0,226,135,70,,2,3.22,0,Gravenberch,55,8,0,73,0,10.4,True,0.87,0.39,3,19,2.6,0,176806,239,2.5,0.5,1828,120,,0,2.40,81,47,216,55,3.6,0,4,False,0,,334,68,3.6,0.0,,0.82,2805,73.0,,70.7,320.0,213553,17.72,192,1,136,0,1.03,2023-09-01,0.04,124,21,0,0.94,52,2671,,,0.16,0.8
324,Curtis Jones,53,MID,Liverpool,2,165.1,a,65,0.05,3,241.0,260,41,156,,3,3.41,0,Jones,30,3,0,72,-2,10.9,True,1.1,0.3,1,13,3.6,0,131566,65,3.2,0.7,890,119,100.0,0,0.46,50,65,149,106,4.6,1,1,False,0,,253,80,4.6,0.0,2024-08-27T11:00:05.666567Z,2.95,4016,282.0,,71.1,263.6,161241,10.85,107,4,87,0,1.01,2018-04-06,0.3,162,10,0,1.31,58,886,100.0,,0.35,0.5
325,Caoimhin Kelleher,41,GKP,Liverpool,4,0.0,a,502,0.0,0,104.0,171,40,567,,0,0.00,0,Kelleher,63,3,0,25,-4,9.0,True,1.21,0.38,0,9,0.0,0,636839,537,4.6,0.0,720,334,,0,0.00,2,24,603,52,1.0,1,0,False,24,,127,24,1.0,3.0,,0.00,7057,0.0,,19.7,196.8,712916,9.68,27,1,41,1,1.0,2016-08-06,0.0,223,8,0,1.12,37,1016,,,0.0,1.5
326,Ibrahima Konaté,51,DEF,Liverpool,-1,77.3,a,186,0.05,1,73.0,85,60,259,,1,1.64,0,Konaté,58,6,0,68,1,10.8,True,0.89,0.44,6,11,1.8,0,2144448,222,3.7,0.4,1219,216,100.0,0,0.61,17,54,181,73,2.8,0,4,False,0,,246,30,2.8,0.0,2024-11-28T10:30:07.514061Z,1.03,4897,79.0,,44.5,287.4,2266233,12.00,74,1,22,0,1.03,2021-07-01,0.08,147,14,0,0.81,55,70591,100.0,,0.13,4.3
327,Luis Díaz,75,MID,Liverpool,0,359.5,a,109,0.14,8,48.0,21,15,57,,3,7.93,0,Luis Díaz,53,9,0,19,0,13.3,True,0.81,0.65,3,11,2.8,0,5045443,27,5.0,0.4,1250,25,100.0,0,1.94,8,21,18,44,3.8,3,2,False,0,,325,7,2.8,0.0,2025-01-17T11:30:08.018487Z,5.99,69396,528.0,,129.4,407.8,5782495,11.20,14,10,12,0,1.08,2022-01-30,0.43,63,15,0,0.79,100,57350,75.0,,0.57,17.1
328,Mohamed Salah,137,MID,Liverpool,-12,644.6,a,4,0.26,18,63.0,1,1,8,,13,21.72,0,M.Salah,2,9,0,1,12,15.6,True,0.9,0.44,3,20,7.4,0,2147895,1,10.2,0.5,1853,1,,0,5.27,1,1,2,7,8.4,8,1,True,0,2.0,709,1,8.4,0.0,,16.45,12512,1289.0,,292.2,989.8,6026433,18.48,1,35,1,0,1.02,2017-07-01,0.8,1,21,0,0.97,214,27627,,,1.06,70.5
329,Alexis Mac Allister,62,MID,Liverpool,3,408.7,a,33,0.2,1,10.0,147,61,43,,4,5.06,0,Mac Allister,19,8,0,48,-3,9.4,True,0.8,0.48,3,12,5.2,0,309910,91,2.9,0.8,1490,73,100.0,0,3.35,60,49,64,34,6.2,1,5,False,0,,303,47,6.2,0.0,2024-12-05T00:30:08.282606Z,1.71,6404,223.0,,94.4,312.8,199799,13.20,140,2,40,0,1.09,2023-06-14,0.1,129,18,0,0.72,58,10328,100.0,4.0,0.3,1.8
330,James McConnell,44,MID,Liverpool,1,0.0,a,537,0.0,0,241.0,512,230,592,,0,0.00,0,McConnell,197,0,0,236,-1,0.0,True,0.0,0.0,0,0,0.0,0,9201,571,0.0,0.0,0,597,100.0,0,0.00,240,236,518,240,1.0,0,0,False,0,,0,194,1.0,0.0,2024-09-10T11:24:32.362482Z,0.00,126,0.0,,0.0,0.0,8733,0.00,605,0,305,0,0.0,2023-07-18,0.0,597,0,0,0.0,0,46,100.0,,0.0,0.1
331,Tyler Morton,44,MID,Liverpool,1,0.0,a,534,0.0,0,241.0,433,229,590,,0,0.00,0,Morton,196,0,0,235,-1,0.0,True,0.0,0.0,0,0,0.0,0,27285,569,0.0,0.0,0,595,100.0,0,0.00,239,235,513,239,1.0,0,0,False,0,,0,154,1.0,0.0,2024-09-10T11:27:39.864039Z,0.00,301,0.0,,0.0,0.0,29573,0.00,603,0,304,0,0.0,2021-07-22,0.0,595,0,0,0.0,0,72,100.0,,0.0,0.1
332,Nathaniel Phillips,40,DEF,Liverpool,0,0.0,u,435,0.0,0,,487,170,503,,0,0.00,0,N.Phillips,153,0,0,186,0,0.0,False,0.0,0.0,0,0,0.0,0,17235,467,0.0,0.0,0,525,0.0,0,0.00,185,186,621,183,0.0,0,0,False,0,,0,177,0.0,0.0,2024-08-31T06:18:33.693343Z,0.00,30,0.0,Loaned to Derby County,0.0,0.0,4026,0.00,532,0,166,0,0.0,,0.0,525,0,0,0.0,0,0,0.0,,0.0,0.1
333,Jarell Quansah,39,DEF,Liverpool,6,4.8,a,365,0.05,0,241.0,152,141,423,,0,0.13,0,Quansah,121,0,0,133,-6,1.0,True,1.46,0.0,0,4,0.2,0,701803,403,0.8,0.1,225,404,100.0,0,0.13,164,127,718,147,1.2,0,1,False,0,,22,61,1.2,0.0,2024-08-23T09:30:06.099816Z,0.00,8910,4.0,,6.9,59.6,288439,3.64,484,0,238,0,0.8,2021-12-18,0.0,364,2,0,1.6,4,1987,100.0,,0.05,1.7
334,Rhys Williams,40,DEF,Liverpool,0,0.0,u,440,0.0,0,241.0,522,173,508,,0,0.00,0,R.Williams,157,0,0,189,0,0.0,False,0.0,0.0,0,0,0.0,0,14189,472,0.0,0.0,0,529,0.0,0,0.00,188,189,629,186,0.0,0,0,False,0,,0,188,0.0,0.0,2024-08-22T11:18:16.485954Z,0.00,26,0.0,Loaned to Morecambe,0.0,0.0,828,0.00,536,0,172,0,0.0,2020-09-23,0.0,529,0,0,0.0,0,0,0.0,,0.0,0.0
335,Andrew Robertson,59,DEF,Liverpool,1,463.3,a,161,0.17,0,243.0,84,40,33,,0,3.20,0,Robertson,49,7,0,17,-1,9.5,True,0.92,0.43,1,19,2.2,0,1078939,186,2.8,0.4,1468,97,,1,2.70,44,65,79,6,3.2,0,2,False,0,,271,29,3.2,0.0,,0.50,12776,111.0,,82.4,251.6,1000156,15.03,155,2,7,0,1.1,2017-07-21,0.03,174,18,0,1.16,56,6199,,2.0,0.2,4.4
336,Dominik Szoboszlai,63,MID,Liverpool,2,433.7,a,294,0.2,2,98.0,169,35,37,2.0,5,7.33,0,Szoboszlai,150,6,0,38,-2,10.2,True,0.89,0.42,2,13,0.8,0,461248,54,3.4,0.1,1296,60,100.0,0,2.93,45,69,54,29,1.8,1,6,False,0,,295,51,1.8,0.0,2024-12-27T00:30:09.581631Z,4.40,3640,326.0,,101.2,253.0,358669,12.85,95,6,31,0,0.97,2023-07-02,0.31,173,14,0,0.9,64,6641,100.0,5.0,0.51,1.5
337,Konstantinos Tsimikas,46,DEF,Liverpool,4,106.9,a,149,0.28,0,83.0,350,110,213,,1,1.12,0,Tsimikas,46,2,0,98,-4,5.2,True,0.72,0.53,5,1,2.2,0,60828,330,2.4,0.5,337,308,100.0,0,1.04,62,112,348,54,3.2,0,1,False,0,,116,129,3.2,0.0,2024-11-25T09:30:07.571904Z,0.08,414,23.0,,23.6,103.8,30240,2.68,205,1,49,0,0.8,2020-08-10,0.02,313,3,0,0.27,24,2444,100.0,3.0,0.3,0.2
339,Virgil van Dijk,64,DEF,Liverpool,-4,116.8,a,75,0.03,1,152.0,17,6,203,3.0,1,1.98,0,Virgil,23,9,0,18,4,13.0,True,0.9,0.43,6,20,3.4,0,1586712,98,4.0,0.5,1890,98,,0,0.54,8,9,46,50,4.4,0,1,False,0,,374,7,4.4,0.0,,1.44,30142,209.0,,80.5,480.6,2350097,18.81,53,3,2,0,1.0,2018-01-01,0.07,34,21,0,0.95,83,51713,,,0.1,22.2
636,Federico Chiesa,68,MID,Liverpool,2,1.7,a,402,0.39,0,106.0,394,192,444,,0,0.25,0,Chiesa,192,0,0,221,-2,0.3,True,2.36,0.0,1,0,0.2,0,47900,359,1.0,0.0,21,468,100.0,0,0.09,226,231,33,224,1.2,0,0,False,0,,1,136,1.2,0.0,2024-12-26T10:30:09.366339Z,0.16,246,15.0,,1.7,0.6,47081,0.55,474,0,16,0,0.0,2024-08-29,0.69,494,0,0,0.0,2,476,100.0,,1.08,0.1
660,Vítezslav Jaros,40,GKP,Liverpool,0,0.0,a,444,0.0,0,57.0,399,25,512,,0,0.00,0,Jaros,50,0,0,40,0,0.2,True,1.15,0.0,0,0,0.0,0,24031,476,1.0,0.0,11,480,,0,0.00,39,40,636,38,1.0,0,0,False,1,,6,59,1.0,8.18,,0.00,582,0.0,,0.9,8.8,35366,0.14,412,0,53,0,0.0,2019-07-10,0.0,459,0,0,0.0,1,25,,,0.0,0.1
669,Harvey Davies,40,GKP,Liverpool,0,0.0,a,453,0.0,0,241.0,631,31,522,,0,0.00,0,Davies,55,0,0,64,0,0.0,True,0.0,0.0,0,0,0.0,0,1147,486,0.0,0.0,0,541,,0,0.00,64,64,646,44,1.0,0,0,False,0,,0,71,1.0,0.0,,0.00,46,0.0,,0.0,0.0,1539,0.00,548,0,59,0,0.0,2021-03-09,0.0,541,0,0,0.0,0,17,,,0.0,0.0
688,Treymaurice Nyoni,45,MID,Liverpool,0,0.0,a,633,0.0,0,241.0,702,292,677,,0,0.00,0,Nyoni,265,0,0,295,0,0.0,True,0.0,0.0,0,0,0.0,0,416,663,0.0,0.0,0,680,,0,0.00,299,296,467,298,1.0,0,0,False,0,,0,306,1.0,0.0,,0.00,31,0.0,,0.0,0.0,609,0.00,687,0,293,0,0.0,2023-11-11,0.0,681,0,0,0.0,0,18,,,0.0,0.0
692,Amara Nallo,40,DEF,Liverpool,0,0.0,a,493,0.0,0,241.0,666,215,558,,0,0.00,0,Nallo,198,0,0,225,0,0.0,True,0.0,0.0,0,0,0.0,0,505,527,0.0,0.0,0,576,,0,0.00,225,225,692,223,1.0,0,0,False,0,,0,229,1.0,0.0,,0.00,31,0.0,,0.0,0.0,648,0.00,584,0,222,0,0.0,2024-02-27,0.0,576,0,0,0.0,0,24,,,0.0,0.0
709,Jayden Danns,45,FWD,Liverpool,0,0.0,a,596,0.0,0,241.0,573,56,644,,0,0.00,0,Danns,51,0,0,56,0,0.0,True,0.0,0.0,0,0,0.0,0,1486,628,0.0,0.0,0,646,,0,0.00,60,56,425,56,1.0,0,0,False,0,,0,72,1.0,0.0,,0.00,290,0.0,,0.0,0.0,3911,0.00,654,0,69,0,0.0,2024-02-20,0.0,646,0,0,0.0,0,433,,,0.0,0.0
340,Manuel Akanji,53,DEF,Man City,2,224.3,a,66,0.06,0,207.0,113,82,114,,0,1.59,0,Akanji,19,4,0,51,-2,7.9,True,1.41,0.24,6,21,3.6,0,650872,270,2.3,0.7,1527,172,100.0,0,1.05,71,57,151,22,3.6,0,3,False,0,,225,43,4.1,0.0,2024-12-05T00:30:08.316605Z,0.54,3617,49.0,,55.1,277.0,409091,23.98,225,1,18,0,1.06,2022-09-01,0.03,155,18,0,1.24,42,3230,100.0,,0.09,2.8
341,Nathan Aké,53,DEF,Man City,2,20.9,d,99,0.02,0,152.0,206,118,361,,0,0.37,0,Aké,28,3,0,121,-2,4.5,True,1.93,0.45,0,9,3.0,0,255107,352,2.7,0.6,601,364,75.0,0,0.15,48,119,146,122,2.2,0,0,False,0,,115,81,3.5,0.0,2025-01-20T00:30:08.329572Z,0.22,3885,18.0,Knock - 75% chance of playing,13.1,91.4,68335,12.89,167,0,16,0,1.05,2020-08-05,0.03,337,7,0,1.35,24,700,100.0,,0.05,1.0
342,Bernardo Veiga de Carvalho e Silva,62,MID,Man City,3,546.2,a,87,0.16,2,173.0,104,21,17,,4,5.99,-1,Bernardo,42,4,0,16,-3,11.1,True,1.5,0.21,0,28,3.2,1,1119352,37,3.3,0.5,1734,21,,0,3.17,49,30,58,15,3.2,0,4,False,0,,367,33,3.7,0.0,,2.82,14160,443.0,,136.1,371.8,914567,28.81,102,7,35,0,0.99,2017-07-01,0.15,89,19,0,1.45,69,1111,,4.0,0.31,3.2
343,Oscar Bobb,47,MID,Man City,3,0.0,d,645,0.0,0,161.0,515,298,686,,0,0.00,0,Bobb,274,0,0,301,-3,0.0,True,0.0,0.0,0,0,0.0,0,30069,672,0.0,0.0,0,689,25.0,0,0.00,304,301,334,304,0.0,0,0,False,0,,0,197,0.1,0.0,2024-08-14T22:30:05.558994Z,0.00,63,0.0,Lack of match fitness - 25% chance of playing,0.0,0.0,3212,0.00,694,0,217,0,0.0,2022-01-06,0.0,689,0,0,0.0,0,59,25.0,,0.0,0.1
344,Scott Carson,40,GKP,Man City,0,0.0,a,423,0.0,0,241.0,360,14,492,,0,0.00,0,Carson,40,0,0,51,0,0.0,True,0.0,0.0,0,0,0.0,0,17174,455,0.0,0.0,0,515,,0,0.00,51,51,606,27,0.0,0,0,False,0,,0,55,0.5,0.0,,0.00,188,0.0,,0.0,0.0,14738,0.00,523,0,42,0,0.0,2021-07-20,0.0,515,0,0,0.0,0,78,,,0.0,0.2
345,Kevin De Bruyne,94,MID,Man City,1,583.7,a,24,0.41,2,21.0,82,55,13,1.0,8,6.98,0,De Bruyne,16,5,0,31,-1,7.4,True,1.23,0.46,12,11,5.6,0,1578246,85,4.7,0.6,971,46,100.0,0,4.44,15,52,6,11,5.6,2,2,False,0,4.0,298,28,6.1,0.0,2024-09-18T23:00:07.299083Z,2.54,7171,238.0,,112.1,301.8,1088103,13.29,26,7,5,0,1.02,2015-08-30,0.24,135,11,0,1.02,70,16076,100.0,1.0,0.65,4.5
346,Jérémy Doku,62,MID,Man City,3,274.7,a,74,0.21,3,21.0,172,44,83,,4,2.56,0,Doku,34,4,0,56,-3,9.4,True,0.92,0.46,12,8,3.4,0,697936,69,3.9,0.5,782,88,100.0,0,1.79,29,54,66,64,3.4,1,0,False,0,,258,52,3.9,0.0,2024-11-13T14:30:08.065449Z,0.77,2071,273.0,,84.6,297.0,457548,8.00,61,3,42,0,1.04,2023-08-24,0.09,139,9,0,0.92,58,6052,100.0,,0.3,1.5
347,Ederson Santana de Moraes,53,GKP,Man City,2,10.0,a,232,0.0,0,30.0,79,74,410,,1,0.01,0,Ederson M.,21,3,0,18,-2,7.7,True,1.32,0.21,7,19,1.4,0,956166,716,2.9,0.3,1260,265,100.0,0,0.01,21,18,145,11,1.4,0,3,False,33,,160,12,1.9,2.36,2024-12-20T16:30:08.692337Z,0.00,2903,0.0,,31.5,306.2,571776,18.49,137,2,3,0,1.0,2017-07-01,0.0,133,14,0,1.36,41,2402,100.0,,0.0,4.7
348,Phil Foden,93,MID,Man City,2,581.4,a,1,0.35,6,241.0,46,31,14,,3,8.79,1,Foden,1,3,0,18,-2,8.6,True,1.72,0.22,19,18,10.0,-1,2223628,50,4.7,1.1,1201,23,100.0,0,4.68,14,29,8,12,10.0,2,2,False,0,,361,13,10.5,0.0,2024-12-05T00:30:08.366700Z,4.12,16751,362.0,,131.9,373.8,1265421,22.95,25,10,6,0,0.97,2016-12-05,0.31,86,13,0,1.35,80,140619,100.0,3.0,0.66,7.7
349,Jack Grealish,64,MID,Man City,1,291.8,a,360,0.23,0,241.0,345,66,77,,1,2.30,0,Grealish,177,1,0,83,-1,3.9,True,1.55,0.15,1,9,0.4,0,53532,102,1.7,0.1,599,142,100.0,0,1.52,147,134,47,60,0.4,0,3,False,0,,141,111,0.9,0.0,2024-12-27T02:00:09.682154Z,0.78,357,203.0,,61.2,116.4,43554,10.33,316,3,26,0,0.9,2021-08-05,0.12,296,6,0,1.35,25,273,100.0,,0.35,0.2
350,Joško Gvardiol,60,DEF,Man City,0,336.9,a,73,0.1,4,97.0,19,1,60,,0,5.02,0,Gvardiol,22,5,0,4,0,13.5,True,1.34,0.24,6,26,3.4,0,4033516,56,3.9,0.6,1842,42,100.0,0,2.11,10,7,78,12,3.4,2,1,False,0,,319,9,3.9,0.0,2024-10-31T02:30:07.426838Z,2.91,63771,310.0,,115.2,503.2,2813418,27.41,60,7,6,0,0.98,2023-08-05,0.14,27,20,0,1.27,81,17984,100.0,,0.24,19.8
351,Erling Haaland,148,FWD,Man City,2,240.0,a,20,0.06,17,161.0,6,1,106,3.0,1,18.68,0,Haaland,5,5,1,1,-2,8.9,True,1.47,0.23,6,29,5.8,0,5679805,2,6.0,0.4,1944,3,100.0,0,1.24,3,1,1,9,5.8,4,2,True,0,1.0,586,3,6.3,0.0,2024-09-13T15:00:06.985607Z,17.44,60752,1213.0,,217.6,720.4,3160653,31.72,7,20,1,0,1.02,2022-07-01,0.81,5,22,0,1.34,131,19433,100.0,,0.87,29.9
352,Julián Álvarez,70,FWD,Man City,0,0.0,u,726,0.0,0,,456,79,731,,0,0.00,0,J.Alvarez,78,0,0,79,0,0.0,False,0.0,0.0,0,0,0.0,0,29382,731,0.0,0.0,0,731,0.0,0,0.00,79,79,27,79,0.0,0,0,False,0,,0,64,0.0,0.0,2024-08-13T07:07:51.627006Z,0.00,16,0.0,Transferred to Atletico Madrid,0.0,0.0,0,0.00,731,0,12,0,0.0,,0.0,731,0,0,0.0,0,0,0.0,,0.0,0.1
