id,name,now_cost,position,team,cost_change_start_fall,creativity,status,form_rank,expected_assists_per_90,goals_scored,region,selected_rank,threat_rank_type,creativity_rank,direct_freekicks_order,assists,expected_goal_involvements,cost_change_event,web_name,form_rank_type,clean_sheets,penalties_missed,ict_index_rank_type,cost_change_start,value_season,can_select,expected_goals_conceded_per_90,clean_sheets_per_90,event_points,goals_conceded,form,cost_change_event_fall,transfers_out,threat_rank,points_per_game,value_form,minutes,ict_index_rank,chance_of_playing_next_round,red_cards,expected_assists,points_per_game_rank_type,influence_rank_type,now_cost_rank,creativity_rank_type,ep_next,dreamteam_count,yellow_cards,in_dreamteam,saves,penalties_order,bps,selected_rank_type,ep_this,saves_per_90,news_added,expected_goals,transfers_out_event,threat,news,ict_index,influence,transfers_in,expected_goals_conceded,points_per_game_rank,bonus,now_cost_rank_type,penalties_saved,starts_per_90,team_join_date,expected_goals_per_90,influence_rank,starts,own_goals,goals_conceded_per_90,total_points,transfers_in_event,chance_of_playing_this_round,corners_and_indirect_freekicks_order,expected_goal_involvements_per_90,selected_by_percent
271,Marcus Myers-Harness,49,MID,Ipswich,1,1.9,u,663,0.1,0,,670,210,441,,0,0.05,0,Harness,285,0,0,220,-1,0.4,False,2.85,0.0,0,2,0.0,0,2423,396,1.0,0.0,43,467,0.0,0,0.05,213,212,247,223,0.0,0,0,False,0,,4,289,0.0,0.0,2024-08-31T08:21:56.022360Z,0.00,3,6.0,Loaned to Derby County,1.7,9.4,347,1.36,457,0,156,0,0.0,,0.0,456,0,0,4.19,2,0,0.0,,0.1,0.0
272,George Hirst,54,FWD,Ipswich,1,37.6,a,357,0.05,1,241.0,588,38,316,,1,0.87,0,Hirst,40,0,0,37,-1,3.5,True,3.04,0.0,1,4,0.4,0,11512,245,1.9,0.1,197,346,100.0,0,0.10,33,35,128,36,-0.6,1,1,False,0,1.0,61,74,-0.1,0.0,2024-11-22T17:00:09.158802Z,0.77,47,68.0,,16.8,60.4,10734,6.65,283,2,37,0,0.46,2023-07-13,0.35,362,1,0,1.83,19,81,100.0,,0.4,0.0
273,Cameron Humphreys,45,MID,Ipswich,0,0.0,u,603,0.0,0,,649,271,649,,0,0.00,0,Humphreys,244,0,0,275,0,0.0,False,0.0,0.0,0,0,0.0,0,5101,633,0.0,0.0,0,651,0.0,0,0.00,279,275,435,279,0.0,0,0,False,0,,0,280,0.0,0.0,2024-08-23T12:39:48.370081Z,0.00,11,0.0,Loaned to Wycombe,0.0,0.0,651,0.00,659,0,270,0,0.0,,0.0,651,0,0,0.0,0,0,0.0,,0.0,0.0
274,Omari Giraud-Hutchinson,52,MID,Ipswich,3,277.0,a,98,0.07,2,241.0,313,46,81,3.0,1,2.95,0,Hutchinson,49,3,0,62,-3,10.6,True,1.96,0.16,2,34,3.0,0,94592,72,2.8,0.6,1699,103,100.0,0,1.34,65,82,167,63,2.0,0,4,False,0,,198,97,2.5,0.0,2025-01-05T21:30:08.661931Z,1.61,760,266.0,,77.1,226.2,61360,36.92,153,4,102,0,1.06,2024-07-01,0.09,197,20,0,1.8,55,666,100.0,,0.16,0.3
275,Ben Johnson,39,DEF,Ipswich,1,87.3,a,296,0.05,0,241.0,128,88,239,,1,0.79,0,Johnson,90,0,0,88,-1,3.3,True,2.71,0.0,-1,22,0.6,0,456073,284,1.0,0.2,761,280,100.0,0,0.39,130,92,713,63,-0.4,0,2,False,0,,25,49,0.1,0.0,2024-11-25T09:30:07.489482Z,0.40,4135,40.0,,29.0,163.0,324819,22.91,401,0,236,0,0.95,2024-07-01,0.05,249,8,0,2.6,13,1332,100.0,,0.1,2.2
276,Freddie Ladapo,45,FWD,Ipswich,0,0.0,u,555,0.0,0,,267,51,604,,0,0.00,0,Ladapo,46,0,0,51,0,0.0,False,0.0,0.0,0,0,0.0,0,214066,585,0.0,0.0,0,609,0.0,0,0.00,55,51,358,51,0.0,0,0,False,0,,0,44,0.0,0.0,2024-08-31T06:23:26.859072Z,0.00,385,0.0,Mutual termination of contract,0.0,0.0,59882,0.00,617,0,63,0,0.0,,0.0,609,0,0,0.0,0,0,0.0,,0.0,0.4
277,Massimo Luongo,44,MID,Ipswich,1,5.6,a,383,0.01,0,13.0,339,220,421,,0,0.01,0,Luongo,180,0,0,206,-1,1.8,True,3.05,0.0,1,5,0.2,0,85004,425,1.3,0.0,169,436,100.0,0,0.01,172,187,479,218,-0.8,0,0,False,0,,30,107,-0.3,0.0,2024-12-25T22:30:08.205367Z,0.00,338,2.0,,4.0,31.2,71659,5.73,366,0,299,0,1.07,2023-01-05,0.0,406,2,0,2.66,8,112,100.0,,0.01,0.2
278,Sam Morsy,49,MID,Ipswich,1,223.2,a,249,0.05,1,63.0,402,171,117,,1,1.27,0,Morsy,124,2,0,100,-1,9.6,True,2.04,0.1,2,37,1.2,0,52186,321,2.4,0.2,1722,182,100.0,0,0.96,89,61,237,85,0.2,0,7,False,0,,273,140,0.7,0.0,2024-12-21T21:30:08.223651Z,0.31,339,26.0,,52.6,279.2,41533,38.96,208,5,151,0,0.99,2021-08-31,0.02,153,19,0,1.93,47,142,100.0,,0.07,0.1
279,Corrie Ndaba,40,DEF,Ipswich,0,0.0,u,441,0.0,0,,698,174,509,,0,0.00,0,Ndaba,158,0,0,190,0,0.0,False,0.0,0.0,0,0,0.0,0,623,473,0.0,0.0,0,530,0.0,0,0.00,189,190,633,187,0.0,0,0,False,0,,0,242,0.0,0.0,2024-08-01T06:52:12.954431Z,0.00,2,0.0,Permanent transfer to Kilmarnock,0.0,0.0,0,0.00,537,0,176,0,0.0,,0.0,530,0,0,0.0,0,0,0.0,,0.0,0.0
280,Cieran Slicker,39,GKP,Ipswich,1,0.0,a,413,0.0,0,243.0,236,10,484,,0,0.00,0,Slicker,37,0,0,48,-1,0.0,True,0.0,0.0,0,0,0.0,0,59658,444,0.0,0.0,0,508,,0,0.00,48,48,717,23,-1.0,0,0,False,0,,0,35,-0.5,0.0,,0.00,583,0.0,,0.0,0.0,39758,0.00,516,0,73,0,0.0,2023-07-08,0.0,508,0,0,0.0,0,563,,,0.0,0.7
281,Jack Taylor,48,MID,Ipswich,2,81.0,a,269,0.16,1,104.0,575,139,249,,0,1.26,0,Taylor,133,0,0,154,-2,4.4,True,1.81,0.0,1,5,1.0,0,4404,249,1.2,0.2,391,305,100.0,0,0.71,187,154,307,155,0.0,0,3,False,0,,80,233,0.5,0.0,2024-11-22T17:30:09.045912Z,0.55,73,65.0,,23.9,93.2,2761,7.87,387,1,201,0,0.23,2023-06-26,0.13,333,1,0,1.15,21,18,100.0,,0.29,0.0
282,Axel Tuanzebe,39,DEF,Ipswich,1,48.4,a,363,0.01,0,50.0,175,115,303,,0,0.23,0,Tuanzebe,119,1,0,111,-1,4.1,True,1.82,0.11,1,14,0.2,0,379807,342,1.6,0.1,796,333,100.0,0,0.05,101,104,710,91,-0.8,0,3,False,0,,54,70,0.0,0.0,2024-11-30T22:00:07.627808Z,0.18,2914,19.0,,19.7,129.6,400286,16.13,317,0,234,0,1.02,2023-09-08,0.02,284,9,0,1.58,16,3079,0.0,,0.03,1.4
283,Christian Walton,43,GKP,Ipswich,2,10.0,a,128,0.0,0,241.0,353,49,406,,0,0.00,0,Walton,14,1,0,28,-2,3.3,True,2.18,0.2,0,12,2.4,0,21501,549,2.8,0.6,450,362,,0,0.00,23,29,550,7,1.4,1,0,False,15,,41,54,1.9,3.0,,0.00,378,0.0,,13.4,124.2,16137,10.89,142,2,29,0,1.0,2022-01-19,0.0,291,5,0,2.4,14,413,,,0.0,0.2
284,Luke Woolfenden,40,DEF,Ipswich,0,4.4,a,177,0.0,0,241.0,179,136,425,,0,0.05,0,Woolfenden,54,1,0,117,0,3.2,True,2.03,0.12,0,15,1.8,0,131848,388,1.4,0.4,737,350,,0,0.02,117,98,630,149,0.8,0,2,False,0,,63,72,1.3,0.0,,0.03,1747,6.0,,15.9,147.4,125416,16.59,352,0,173,0,0.98,2017-08-07,0.0,266,8,0,1.83,13,302,,,0.0,1.3
359,Kalvin Phillips,48,MID,Ipswich,2,65.1,a,245,0.03,0,241.0,510,170,274,2.0,0,0.58,0,Phillips,121,1,0,166,-2,3.8,True,1.94,0.12,0,18,1.2,0,12528,319,1.5,0.3,767,337,100.0,1,0.25,157,145,291,168,0.2,0,1,False,0,,104,193,0.0,0.0,2025-01-14T22:00:08.891426Z,0.33,76,27.0,,19.1,100.0,5791,16.50,344,0,191,0,1.06,2024-08-16,0.04,316,9,0,2.11,18,84,0.0,2.0,0.07,0.1
568,Arijanet Muric,44,GKP,Ipswich,1,0.0,a,307,0.0,0,286.0,216,57,588,,0,0.01,0,Muric,25,1,0,9,-1,10.9,True,2.07,0.06,0,31,0.6,0,152008,567,2.8,0.1,1530,193,100.0,0,0.01,24,8,508,65,-0.4,0,1,False,68,,180,31,0.1,4.0,2024-08-17T20:30:06.519689Z,0.00,2592,0.0,,51.0,510.6,187425,35.21,145,5,23,0,1.0,2024-07-17,0.0,26,17,0,1.82,48,481,100.0,,0.0,0.8
569,Jaden Philogene,53,MID,Ipswich,2,20.8,a,399,0.05,0,241.0,534,152,362,,0,0.64,0,Jaden,189,1,0,195,-2,1.9,True,1.38,0.26,1,6,0.2,0,9602,277,0.8,0.0,351,398,100.0,1,0.18,232,202,153,197,-0.8,0,2,False,0,,21,208,-0.3,0.0,2025-01-03T19:30:09.849805Z,0.46,82,45.0,,7.6,17.4,4057,5.38,491,0,90,0,0.51,2025-01-15,0.12,434,2,0,1.54,10,91,100.0,,0.17,0.0
583,Conor Townsend,39,DEF,Ipswich,1,10.0,a,406,0.0,0,241.0,245,156,404,,0,0.00,0,Townsend,139,0,0,164,-1,0.3,True,20.7,0.0,0,1,0.0,0,42506,437,1.0,0.0,1,473,,0,0.00,129,167,705,138,-1.0,0,0,False,0,,2,92,-0.5,0.0,,0.00,1585,0.0,,1.4,4.0,57244,0.23,400,0,231,0,0.0,2024-08-01,0.0,474,0,0,90.0,1,1981,,,0.0,0.6
611,Sam Szmodics,57,MID,Ipswich,3,81.5,d,176,0.04,4,104.0,354,47,248,,0,3.88,-1,Szmodics,82,2,0,95,-3,9.1,True,2.14,0.18,0,17,2.0,1,112255,73,2.9,0.4,975,173,25.0,0,0.44,59,86,91,154,0.2,0,2,False,0,,158,115,0.4,0.0,2025-01-11T01:00:08.753842Z,3.44,1023,263.0,Ankle injury - 25% chance of playing,54.9,209.4,108066,23.18,139,2,58,0,1.2,2024-08-16,0.32,210,13,0,1.57,52,26,25.0,3.0,0.36,0.2
619,Jens Cajuste,45,MID,Ipswich,0,98.9,a,147,0.03,0,206.0,389,188,222,,0,0.40,0,Cajuste,72,1,0,161,0,6.2,True,2.25,0.09,2,23,2.2,0,19860,349,1.8,0.5,967,327,100.0,0,0.27,131,149,389,140,1.2,0,2,False,0,,131,134,1.7,0.0,2024-10-04T00:00:05.976169Z,0.13,754,18.0,,21.1,97.2,34141,24.17,294,0,241,0,1.21,2024-08-19,0.01,323,13,0,2.14,28,941,100.0,,0.04,0.2
630,Dara O'Shea,40,DEF,Ipswich,0,14.9,a,211,0.01,0,104.0,161,24,383,,0,0.99,0,O'Shea,62,2,0,42,0,7.0,True,2.06,0.11,-1,36,1.4,0,158392,155,1.5,0.4,1682,155,100.0,0,0.16,109,19,627,132,0.4,0,5,False,0,,127,64,0.9,0.0,2024-10-18T17:30:07.558521Z,0.83,4732,135.0,,58.2,432.0,316584,38.59,332,1,170,0,1.02,2024-08-25,0.04,55,19,0,1.93,28,1866,100.0,,0.05,1.6
631,Jack Clarke,54,MID,Ipswich,1,130.1,a,274,0.11,0,241.0,546,130,189,,2,1.53,0,J.Clarke,137,0,0,135,-1,5.2,True,2.48,0.0,2,19,1.0,0,7374,231,1.6,0.2,592,267,,0,0.70,151,143,136,124,0.0,0,1,False,0,,109,214,0.5,0.0,,0.83,106,77.0,,31.3,108.0,7834,16.30,329,0,81,0,0.76,2024-08-24,0.13,309,5,0,2.89,28,59,,,0.24,0.0
632,Chiedozie Ogbene,48,MID,Ipswich,2,30.2,i,656,0.02,0,104.0,672,195,334,,0,0.05,0,Ogbene,283,0,0,199,-2,1.5,True,0.9,0.0,0,3,0.0,0,2554,367,1.4,0.0,237,408,0.0,0,0.05,166,195,305,189,0.0,0,0,False,0,,29,291,0.0,0.0,2024-10-26T20:00:08.138345Z,0.00,18,12.0,Achilles injury - Expected back 01 Jun,6.4,22.8,2538,2.36,358,0,199,0,1.14,2024-08-28,0.0,418,3,0,1.14,7,14,0.0,,0.02,0.0
715,Ben Godfrey,40,DEF,Ipswich,0,1.7,a,436,0.03,0,241.0,627,150,443,,0,0.02,0,Godfrey,154,0,0,168,0,0.0,True,3.41,0.0,0,5,0.0,0,407,420,0.0,0.0,63,482,,0,0.02,186,166,622,162,-1.0,0,0,False,0,,-11,216,-0.5,0.0,,0.00,110,2.0,,0.8,4.2,1905,2.39,533,0,167,0,1.43,2025-01-05,0.0,473,1,0,7.14,0,380,,,0.03,0.0
117,Facundo Buonanotte,47,MID,Leicester,3,354.3,a,221,0.16,4,10.0,237,52,59,,2,5.22,-1,Buonanotte,104,2,0,49,-3,12.3,True,1.86,0.16,1,23,1.4,1,414489,82,3.1,0.3,1126,74,100.0,0,1.98,54,42,341,45,0.9,1,5,False,0,,243,73,1.4,0.0,2024-12-05T00:30:07.817700Z,3.24,3115,239.0,,93.6,344.2,457327,23.27,116,4,222,0,0.96,2024-08-10,0.26,113,12,0,1.84,58,1099,100.0,3.0,0.42,0.6
192,Jordan Ayew,52,MID,Leicester,3,166.9,a,136,0.08,4,81.0,373,54,153,2.0,0,4.07,0,J.Ayew,65,1,0,87,-3,9.6,True,1.75,0.09,2,28,2.4,0,59395,84,2.5,0.5,1007,146,100.0,0,0.91,83,89,155,104,1.9,0,5,False,0,2.0,176,129,2.4,0.0,2024-12-27T00:30:09.361030Z,3.16,359,238.0,,60.6,202.4,29510,19.58,194,3,92,0,0.98,2024-08-23,0.28,216,11,0,2.5,50,96,100.0,,0.36,0.2
198,Odsonne Edouard,51,FWD,Leicester,4,25.0,a,699,0.04,0,73.0,346,41,350,,0,0.46,0,Edouard,70,0,0,41,-4,1.4,True,2.37,0.0,0,3,0.0,0,96570,269,1.2,0.0,141,394,100.0,0,0.07,41,47,179,42,-0.5,0,0,False,0,,14,56,0.0,0.0,2025-01-04T19:30:08.259088Z,0.39,275,50.0,,8.0,5.0,39176,3.72,389,0,44,0,0.64,2024-08-30,0.25,470,1,0,1.91,7,218,100.0,,0.29,0.2
285,Boubakary Soumaré,44,MID,Leicester,1,102.3,a,194,0.05,0,73.0,275,181,218,,0,0.72,0,B.Soumaré,89,0,0,151,-1,4.1,True,1.88,0.0,2,26,1.6,0,74327,338,1.2,0.4,1011,300,100.0,0,0.53,182,128,501,138,1.1,0,8,False,0,,130,84,1.6,0.0,2024-12-09T09:30:06.376244Z,0.19,1678,21.0,,25.4,129.6,94272,21.13,382,0,302,0,0.98,2021-07-02,0.02,285,11,0,2.31,18,622,100.0,,0.07,0.4
286,Tom Cannon,45,FWD,Leicester,0,0.0,u,575,0.0,0,104.0,297,54,623,,0,0.00,0,Cannon,49,0,0,54,0,0.0,False,0.0,0.0,0,0,0.0,0,152293,605,0.0,0.0,0,627,0.0,0,0.00,58,54,391,54,0.0,0,0,False,0,,0,48,0.0,0.0,2024-08-31T06:20:48.397195Z,0.00,249,0.0,Loaned to Stoke City,0.0,0.0,49177,0.00,635,0,66,0,0.0,2023-09-01,0.0,627,0,0,0.0,0,0,0.0,,0.0,0.3
287,Hamza Choudhury,43,MID,Leicester,2,30.4,a,382,0.13,0,18.0,121,206,332,,0,0.19,0,Choudhury,179,0,0,197,-2,0.9,True,3.68,0.0,0,5,0.2,0,227675,391,1.0,0.0,129,403,100.0,0,0.19,194,183,560,187,-0.3,0,0,False,0,,29,40,0.2,0.0,2024-10-04T00:00:05.751780Z,0.00,12101,6.0,,7.0,33.8,439061,5.28,426,0,325,0,0.7,2017-09-18,0.0,402,1,0,3.49,4,11454,100.0,,0.13,2.4
288,Conor Coady,40,DEF,Leicester,0,23.8,a,297,0.06,0,241.0,279,135,355,,0,0.45,0,Coady,91,0,0,115,0,1.8,True,2.12,0.0,0,22,0.6,0,43634,387,0.8,0.2,712,344,100.0,0,0.45,165,99,611,118,0.1,0,1,False,0,,27,105,0.6,0.0,2024-08-12T14:30:04.626270Z,0.00,1095,6.0,,17.5,145.4,52781,16.77,485,0,159,0,1.01,2023-07-01,0.0,268,8,0,2.78,7,247,100.0,,0.06,0.4
289,Patson Daka,48,FWD,Leicester,2,12.7,a,246,0.01,1,238.0,220,39,392,,0,0.49,0,Daka,29,0,0,40,-2,3.5,True,2.08,0.0,1,6,1.2,0,137435,257,1.7,0.3,253,367,100.0,0,0.03,35,38,309,44,0.7,0,0,False,0,3.0,57,39,1.2,0.0,2024-08-12T14:30:04.636525Z,0.46,4640,58.0,,12.4,56.4,188396,5.84,311,2,59,0,0.36,2021-07-01,0.16,369,1,0,2.13,17,3399,100.0,,0.17,0.8
290,Bobby De Cordova-Reid,52,MID,Leicester,3,20.2,a,356,0.03,1,107.0,496,151,363,,2,0.80,0,De Cordova-Reid,175,0,0,178,-3,5.6,True,2.12,0.0,0,6,0.4,0,17181,275,2.1,0.1,272,371,100.0,0,0.08,109,174,158,198,-0.1,0,0,False,0,,91,185,0.4,0.0,2024-11-08T16:00:07.429188Z,0.72,98,46.0,,11.6,49.0,6495,6.40,252,2,94,0,0.66,2024-07-05,0.24,378,2,0,1.99,29,16,100.0,,0.27,0.1
291,Wout Faes,40,DEF,Leicester,0,49.8,a,335,0.02,1,21.0,51,62,301,,0,1.29,0,Faes,106,1,0,58,0,7.0,True,2.04,0.06,0,33,0.4,0,1384415,227,1.5,0.1,1462,195,100.0,0,0.35,110,31,628,89,-0.1,0,3,False,0,,114,15,0.4,0.0,2024-12-27T02:00:09.574693Z,0.94,14688,77.0,,50.3,376.0,1391458,33.12,333,0,171,0,0.92,2022-09-01,0.06,84,15,0,2.03,28,1933,100.0,,0.08,6.8
292,Michael Golding,44,MID,Leicester,1,0.0,a,544,0.0,0,241.0,358,236,598,,0,0.00,0,Golding,204,0,0,242,-1,0.0,True,0.0,0.0,0,0,0.0,0,38441,577,0.0,0.0,0,603,,0,0.00,246,242,527,246,-0.5,0,0,False,0,,0,118,0.0,0.0,,0.00,322,0.0,,0.0,0.0,46562,0.00,611,0,314,0,0.0,2024-07-07,0.0,603,0,0,0.0,0,29,,,0.0,0.2
293,Mads Hermansen,45,GKP,Leicester,0,0.2,i,581,0.0,0,58.0,269,61,469,,0,0.01,0,Hermansen,73,1,0,7,0,8.4,True,2.05,0.06,0,31,0.0,0,131790,611,2.4,0.0,1395,190,0.0,0,0.01,31,6,397,13,0.0,0,0,False,65,,163,42,0.0,4.19,2024-12-14T22:30:08.086057Z,0.00,1204,0.0,Groin Injury - Unknown return date,51.5,514.4,116802,31.84,203,0,16,0,1.03,2023-07-18,0.0,23,16,0,2.0,38,60,0.0,,0.0,0.4
294,Daniel Iversen,39,GKP,Leicester,1,0.0,a,410,0.0,0,58.0,212,7,481,,0,0.00,0,Iversen,34,0,0,45,-1,0.0,True,0.0,0.0,0,0,0.0,0,60221,441,0.0,0.0,0,505,,0,0.00,45,45,712,20,-0.5,0,0,False,0,,0,30,0.0,0.0,,0.00,1169,0.0,,0.0,0.0,77339,0.00,513,0,70,0,0.0,2019-07-15,0.0,505,0,0,0.0,0,433,,,0.0,0.9
295,James Justin,42,DEF,Leicester,3,162.2,a,237,0.02,2,241.0,154,12,158,,1,1.65,0,Justin,72,1,0,24,-3,9.8,True,2.07,0.05,1,46,1.2,0,501187,128,2.0,0.3,1812,115,,0,0.42,85,26,591,33,0.7,2,2,False,0,,115,62,1.2,0.0,,1.23,5509,164.0,,72.1,392.4,622888,41.76,257,2,149,0,1.04,2019-06-28,0.06,73,21,0,2.28,41,2055,,,0.08,1.7
296,Victor Kristiansen,45,DEF,Leicester,0,286.0,a,283,0.08,0,58.0,420,117,80,,1,1.52,0,Kristiansen,86,1,0,27,0,5.6,True,2.04,0.05,1,39,0.8,0,20584,350,1.3,0.2,1667,122,100.0,0,1.44,122,32,402,15,0.3,0,1,False,0,,147,151,0.8,0.0,2024-10-27T22:00:06.301413Z,0.08,231,18.0,,67.9,376.0,15395,37.80,369,0,73,0,1.03,2023-01-20,0.0,85,19,1,2.11,25,70,100.0,1.0,0.08,0.1
297,Wanya Marçal-Madivádua,45,MID,Leicester,0,0.0,u,577,0.0,0,,645,253,625,,0,0.00,0,Marcal,224,0,0,257,0,0.0,False,0.0,0.0,0,0,0.0,0,4498,607,0.0,0.0,0,629,0.0,0,0.00,261,257,393,261,0.0,0,0,False,0,,0,276,0.0,0.0,2024-08-31T06:21:32.289998Z,0.00,10,0.0,Loaned to De Graafschap,0.0,0.0,754,0.00,637,0,243,0,0.0,,0.0,629,0,0,0.0,0,0,0.0,,0.0,0.0
298,Stephy Mavididi,51,MID,Leicester,4,310.7,a,64,0.22,3,241.0,292,50,71,1.0,1,4.62,0,Mavididi,29,1,0,59,-4,10.6,True,1.94,0.07,2,30,3.6,0,199136,79,2.6,0.7,1270,95,,0,3.09,76,64,174,56,3.1,0,2,False,0,4.0,202,92,3.6,0.0,,1.53,1011,247.0,,82.5,270.6,174423,27.37,180,3,108,0,0.99,2023-07-31,0.11,160,14,0,2.13,54,208,,,0.33,0.3
299,Kasey McAteer,47,MID,Leicester,3,70.0,a,393,0.05,0,104.0,529,137,268,,1,0.77,0,McAteer,186,1,0,164,-3,3.8,True,2.39,0.24,0,8,0.2,0,11913,244,1.6,0.0,380,332,100.0,0,0.22,148,167,332,164,-0.3,0,1,False,0,,66,205,0.2,0.0,2024-12-29T08:30:08.854035Z,0.55,144,69.0,,20.2,65.4,10868,10.11,325,0,215,0,0.95,2021-12-01,0.13,358,4,0,1.89,18,30,100.0,,0.18,0.0
300,Wilfred Ndidi,49,MID,Leicester,1,155.6,i,667,0.08,0,157.0,366,75,162,,4,2.66,0,Ndidi,289,1,0,77,-1,7.6,True,1.95,0.07,0,25,0.0,0,112947,113,2.5,0.0,1216,125,0.0,0,1.13,80,46,255,108,0.0,1,4,False,0,,204,124,0.0,0.0,2024-12-09T09:30:06.387859Z,1.53,273,187.0,Hamstring injury - Expected back 01 Feb,66.8,326.6,105679,26.39,191,1,164,0,1.11,2017-01-03,0.11,123,15,1,1.85,37,4,0.0,,0.19,0.2
301,Caleb Okoli,40,DEF,Leicester,0,10.7,a,299,0.01,0,106.0,231,93,396,,0,0.24,0,Okoli,93,1,0,91,0,4.2,True,2.28,0.11,0,18,0.6,0,126896,290,1.3,0.2,799,285,100.0,0,0.10,120,72,649,136,0.1,0,2,False,0,,84,89,0.6,0.0,2024-11-30T22:00:07.641824Z,0.14,1711,36.0,,28.3,236.4,171872,20.26,363,1,182,0,1.01,2024-07-09,0.02,192,9,0,2.03,17,84,100.0,,0.03,0.7
302,Ricardo Barbosa Pereira,41,DEF,Leicester,4,5.7,i,501,0.02,0,173.0,475,152,420,,0,0.03,0,Ricardo,203,0,0,157,-4,0.5,True,1.28,0.0,0,4,0.0,0,21361,422,1.0,0.0,146,454,0.0,0,0.03,144,159,601,146,0.0,0,1,False,0,,10,171,0.0,0.0,2024-11-10T23:00:07.847243Z,0.00,62,2.0,Hamstring injury - Expected back 01 Mar,2.2,13.8,5157,2.08,418,0,154,0,1.23,2018-06-09,0.0,443,2,0,2.47,2,13,0.0,,0.02,0.1
303,Harry Souttar,40,DEF,Leicester,0,0.0,u,433,0.0,0,,669,168,501,,0,0.00,0,Souttar,151,0,0,184,0,0.0,False,0.0,0.0,0,0,0.0,0,1481,465,0.0,0.0,0,523,0.0,0,0.00,183,184,619,181,0.0,0,0,False,0,,0,232,0.0,0.0,2024-08-07T08:21:01.638839Z,0.00,5,0.0,Season long loan to Sheffield United,0.0,0.0,0,0.00,530,0,164,0,0.0,,0.0,523,0,0,0.0,0,0,0.0,,0.0,0.0
304,Jakub Stolarczyk,40,GKP,Leicester,0,0.0,a,191,0.0,0,172.0,277,26,513,,0,0.00,0,Stolarczyk,18,0,0,30,0,2.0,True,1.75,0.0,1,11,1.6,0,18178,477,1.6,0.4,450,375,100.0,0,0.00,35,30,637,39,1.1,0,0,False,12,,27,44,1.6,2.4,2024-07-25T11:00:04.015354Z,0.00,1394,0.0,,11.0,109.4,55466,8.75,319,0,54,0,1.0,2020-09-04,0.0,306,5,0,2.2,8,3569,100.0,,0.0,0.4
305,Luke Thomas,39,DEF,Leicester,1,15.0,a,364,0.03,0,241.0,142,129,381,,0,0.07,0,Thomas,120,0,0,144,-1,0.3,True,1.99,0.0,0,6,0.2,0,143978,372,0.5,0.1,179,424,,0,0.05,171,145,716,130,-0.3,0,0,False,0,,12,56,0.2,0.0,,0.02,3766,10.0,,5.3,28.0,264388,3.96,498,0,237,0,1.01,2020-07-15,0.01,411,2,0,3.02,1,1159,,,0.04,1.9
306,Jamie Vardy,55,FWD,Leicester,0,181.2,a,157,0.11,6,241.0,63,15,141,,4,9.35,0,Vardy,20,1,0,17,0,14.5,True,2.1,0.05,2,40,2.2,0,2238478,32,4.0,0.4,1641,71,100.0,0,2.07,14,17,105,15,1.7,1,4,False,0,1.0,283,13,2.2,0.0,2024-12-25T22:30:08.266785Z,7.28,25300,468.0,,96.0,314.2,2455217,38.36,51,10,30,0,1.1,2012-07-01,0.4,127,20,0,2.19,80,4343,100.0,,0.51,5.9
307,Jannik Vestergaard,39,DEF,Leicester,1,24.4,a,280,0.01,0,58.0,167,97,352,,0,0.12,-1,Vestergaard,84,0,0,84,-1,2.3,True,1.68,0.0,0,28,0.8,1,284739,299,0.6,0.2,1110,269,100.0,0,0.08,169,69,701,116,0.3,0,5,False,0,,73,67,0.8,0.0,2025-01-12T22:30:08.908200Z,0.04,2314,34.0,,30.9,248.4,245277,20.71,496,0,228,0,1.05,2021-08-13,0.0,181,13,0,2.27,9,7966,100.0,,0.01,1.5
308,Danny Ward,39,GKP,Leicester,1,0.0,a,405,0.0,0,244.0,138,4,477,,0,0.00,0,Ward,31,0,0,36,-1,0.5,True,2.23,0.0,0,6,0.0,0,163049,436,1.0,0.0,135,441,,0,0.00,36,36,702,17,-0.5,0,0,False,4,,-5,19,0.0,2.67,,0.00,2252,0.0,,3.6,35.4,113726,3.35,399,0,67,0,0.67,2018-07-20,0.0,398,1,0,4.0,2,9786,,,0.0,2.0
309,Harry Winks,44,MID,Leicester,1,264.4,a,169,0.1,0,241.0,64,166,87,,2,1.66,0,Winks,78,0,0,101,-1,7.7,True,1.76,0.0,2,27,2.0,0,1970435,308,2.0,0.5,1277,186,100.0,0,1.45,112,83,485,66,1.5,0,3,False,0,,236,18,2.0,0.0,2024-11-23T17:30:08.809600Z,0.21,9804,30.0,,52.2,225.8,1248053,25.02,259,0,301,0,1.06,2023-07-01,0.01,198,15,0,1.9,34,7613,100.0,2.0,0.11,5.9
501,Oliver Skipp,47,MID,Leicester,3,119.8,a,314,0.03,0,241.0,543,174,200,,0,0.41,0,Skipp,156,1,0,157,-3,3.6,True,2.45,0.12,1,21,0.6,0,6524,325,1.2,0.1,753,311,,0,0.28,184,161,330,127,0.1,0,4,False,0,,87,213,0.6,0.0,,0.13,61,24.0,,23.0,85.2,4453,20.53,384,0,213,0,0.84,2024-08-19,0.02,345,7,0,2.51,17,30,,,0.05,0.0
